abstract,articleID,articleWordCount,byline,documentType,headline,keywords,multimedia,newDesk,printPage,pubDate,sectionName,snippet,source,typeOfMaterial,webURL
,58e8eceb7c459f24986d929a,395,By RONDA KAYSEN,article,Who Can Put an End to Those Endless Tunes and Endless Fumes?,"['Noise', 'Food Trucks and Vendors', 'Real Estate and Housing (Residential)', 'Woodside (Queens, NY)']",3,RealEstate,2,08-04-2017 14:00,Unknown,"The nonstop jingle, the noxious fumes — what’s a person to do about those annoying ice cream trucks idling in the neighborhood?",The New York Times,News,https://www.nytimes.com/2017/04/08/realestate/a-plague-of-ice-cream-trucks.html
,58e8f8be7c459f24986d92a9,1502,By DANA GOLDSTEIN,article,Share PTA Aid? Some Parents  Would Rather Split Up District,"['Education (K-12)', 'Parent-Teacher Associations', 'Philanthropy', 'Income Inequality', 'Santa Monica (Calif)', 'Malibu (Calif)', 'California']",3,National,1,08-04-2017 14:50,Unknown,An experiment in distributing parents’ contributions equally across a district is one reason Malibu residents want to separate their schools from Santa Monica’s.,The New York Times,News,https://www.nytimes.com/2017/04/08/us/california-pta-fund-raising-inequality.html
,58e8fc597c459f24986d92af,827,By TOM COTTON,article,Unknown,"['Trump, Donald J', 'Syria', 'United States International Relations', 'United States Politics and Government', 'United States Defense and Military Forces', 'Biological and Chemical Warfare', 'Assad, Bashar al-', 'Putin, Vladimir V', 'Xi Jinping', 'Russia', 'China']",3,OpEd,0,08-04-2017 15:05,Unknown,President Trump showed that the United States backs up its words with action.,The New York Times,Op-Ed,https://www.nytimes.com/2017/04/08/opinion/a-strike-in-syria-restores-our-credibility-in-the-world.html
,58e9020f7c459f24986d92bd,1113,By NELSON D. SCHWARTZ,article,Election Left Partisan Divide Over Economy,"['United States Economy', 'Consumer Confidence (Economic Indicator)', 'United States Politics and Government', 'Trump, Donald J', 'Democratic Party', 'Republican Party']",3,Business,1,08-04-2017 15:30,Economy,"Sentiment among Democrats and Republicans has swung sharply since November, creating a gap that — regardless of objective data — is wider than ever.",The New York Times,News,https://www.nytimes.com/2017/04/08/business/economy/the-picture-of-our-economy-looks-a-lot-like-a-rorschach-test.html
,58e9090b7c459f24986d92c8,186,By DEB AMLEN,article,Variety Puzzle: Marching Bands,"['Crossword Puzzles', 'Marching Bands']",0,Games,0,08-04-2017 16:00,Unknown,Joel Fagliano makes his Marching Bands debut.,The New York Times,News,https://www.nytimes.com/2017/04/08/crosswords/variety-puzzle-marching-bands.html
,58e90c8c7c459f24986d92d1,1372,By KARAM SHOUMALI and BEN HUBBARD,article,U.S. Strike on Syria Fuels  Uncertainty on the Ground,"['Syria', 'Civilian Casualties', 'Biological and Chemical Warfare', 'Assad, Bashar al-', 'Trump, Donald J', 'United States Defense and Military Forces', 'United States International Relations']",3,Foreign,1,08-04-2017 16:14,Middle East,President Trump’s decision to respond with military force to a chemical attack on Syrian civilians was met on the ground with a mix of optimism and doubt.,The New York Times,News,https://www.nytimes.com/2017/04/08/world/middleeast/us-strike-on-syria-brings-fleeting-hope-to-those-caught-in-brutal-conflict.html
,58e92b0e7c459f24986d9304,1348,By NICHOLAS KRISTOF,article,"Clinton, Free to Speak Her Mind","['Clinton, Hillary Rodham', 'Presidential Election of 2016', 'Women and Girls', 'United States Politics and Government', ""Women's Rights"", 'United States International Relations']",3,OpEd,1,08-04-2017 18:25,Sunday Review,"The defeated candidate, always careful as a politician in choosing her words, gives her first interview since the election.",The New York Times,Op-Ed,https://www.nytimes.com/2017/04/08/opinion/sunday/hillary-clinton-free-to-speak-her-mind.html
,58e92c0a7c459f24986d9305,978,By MARGARET RENKL,article,The Passion of Southern Christians,"['Southern States (US)', 'United States Politics and Government', 'Trump, Donald J', 'Christians and Christianity', 'Republican Party', 'Democratic Party']",3,OpEd,9,08-04-2017 18:29,Sunday Review,The president my fellow believers elected is about to show them what betrayal really looks like.,The New York Times,Op-Ed,https://www.nytimes.com/2017/04/08/opinion/the-passion-of-southern-christians.html
,58e92c317c459f24986d9306,977,By THE EDITORIAL BOARD,article,Up Against the Wall,"['Trump, Donald J', 'Border Barriers', 'Illegal Immigration', 'United States Politics and Government', 'Federal Budget (US)']",3,Editorial,8,08-04-2017 18:30,Unknown,"No matter what obstacles are imposed by topography, by physics and by the budget process, a big, beautiful wall is what the president wants.",The New York Times,Editorial,https://www.nytimes.com/2017/04/08/opinion/up-against-the-wall.html
,58e92c3a7c459f24986d9309,1147,By FRANK BRUNI,article,What Happened to Who?,"['Grammar', 'United States Politics and Government', 'English Language', 'Trump, Donald J']",3,OpEd,3,08-04-2017 18:30,Unknown,A perfectly lovely pronoun — and a bit of our dignity — retreat.,The New York Times,Op-Ed,https://www.nytimes.com/2017/04/08/opinion/what-happened-to-who.html
,58e92c3f7c459f24986d930a,832,By ROSS DOUTHAT,article,All the President’s Generals,"['United States Defense and Military Forces', 'United States International Relations', 'Trump, Donald J', 'National Security Council']",3,OpEd,9,08-04-2017 18:30,Sunday Review,Why the military may end up guiding Trump’s foreign policy.,The New York Times,Op-Ed,https://www.nytimes.com/2017/04/08/opinion/sunday/all-the-presidents-generals.html
,58e92ec77c459f24986d9310,1615,By LOUIS HYMAN,article,The Myth of Main Street,"['United States Economy', 'Labor and Jobs', 'Shopping and Retail', 'Trump, Donald J', 'United States Politics and Government']",3,OpEd,1,08-04-2017 18:41,Sunday Review,Don’t listen to President Trump. Going back to the good old days will cost us.,The New York Times,Op-Ed,https://www.nytimes.com/2017/04/08/opinion/sunday/the-myth-of-main-street.html
,58e934c97c459f24986d931d,946,By JASON DANA,article,Against Job Interviews,"['Hiring and Promotion', 'Admissions Standards', 'Psychology and Psychologists']",3,OpEd,6,08-04-2017 19:06,Sunday Review,We use them to try to “get to know” people. It doesn’t work.,The New York Times,Op-Ed,https://www.nytimes.com/2017/04/08/opinion/sunday/the-utter-uselessness-of-job-interviews.html
,58e935dc7c459f24986d931f,1124,By LIZ SPAYD,article,Offbeat Approach to Covering Sports ,"['Newspapers', 'Frazier, Clint (1994- )', 'New York Times']",3,Editorial,6,08-04-2017 19:11,Unknown,"The Times tends to sacrifice routine game stories and coverage of the local teams for offbeat articles, investigative pieces and even bizarre features.",The New York Times,Op-Ed,https://www.nytimes.com/2017/04/08/public-editor/covering-sports-including-smelt-fishing-and-bighorn-sheep-hunting.html
,58e95d6d7c459f24986d9359,595,By DEB AMLEN,article,Having Nothing On,['Crossword Puzzles'],3,Games,0,08-04-2017 22:00,Unknown,Byron Walden gets racy.,The New York Times,News,https://www.nytimes.com/2017/04/08/crosswords/having-nothing-on-50-cent-clement-belgian.html
,58ea20b47c459f24986d9421,716,By STEPHEN HILTNER,article,Getting the Canary to Sing,"['Newspapers', 'New York Times']",3,Insider,2,09-04-2017 11:53,Unknown,"Editors, not reporters, generally write the headlines, hoping for inspiration while following a long list of rules.",The New York Times,News,https://www.nytimes.com/2017/04/09/insider/how-to-write-a-new-york-times-headline.html
,58ea88887c459f24986d949a,1202,By DAVID E. SANGER,article,Tillerson Halts Any Thawing of Russia Ties,"['Tillerson, Rex W', 'Russia', 'Biological and Chemical Warfare', 'Syria', 'United States International Relations', 'Trump, Donald J', 'Putin, Vladimir V']",3,Foreign,1,09-04-2017 19:16,Politics,The secretary of state called Russia “incompetent” for allowing Syria to retain chemical weapons and accused Moscow of trying to meddle in European elections.,The New York Times,News,https://www.nytimes.com/2017/04/09/us/politics/tillerson-russia-syria-chemical-weapons.html
,58eaaef57c459f24986d94d0,1333,By DEB AMLEN,article,Words of Self-Empowerment,['Crossword Puzzles'],3,Games,0,09-04-2017 22:00,Unknown,Lonnie Burton makes his New York Times Crossword debut.,The New York Times,News,https://www.nytimes.com/2017/04/09/crosswords/words-of-self-empowerment-nebraska-jesus-potato.html
,58eac82c7c459f24986d94f0,1150,By KAREN CROUSE,article,Claiming an Odyssey’s Reward,"['Golf', 'Masters Golf Tournament', 'Augusta National Golf Club', 'Garcia, Sergio', 'Rose, Justin']",3,Sports,1,09-04-2017 23:47,Golf,"Playing in his 74th major tournament, García, 37, outdueled Justin Rose in a playoff to win the green jacket.",The New York Times,News,https://www.nytimes.com/2017/04/09/sports/golf/masters-2017-sergio-garcia-finally-wins-first-major-title.html
,58eacb097c459f24986d94f6,291,By DANA LIEBMANN,article,Finding a Familiar Signature,"['Manhattan (NYC)', 'Reading and Writing Skills (Education)']",0,Metro,18,10-04-2017 00:00,Unknown,A sea of books yields a link to a source of a woman’s lifelong love of reading.,The New York Times,News,https://www.nytimes.com/2017/04/09/nyregion/metropolitan-diary-finding-a-familiar-signature.html
,58eae3847c459f24986d951c,2021,By STACY COWLEY and JESSICA SILVER-GREENBERG,article,Suits Say Lender Duped Students to Fuel Growth,"['Navient Corporation', 'Student Loans', 'SLM Corporation', 'Suits and Litigation (Civil)', 'Attorneys General', 'Colleges and Universities', 'Banking and Financial Institutions', 'California Culinary Academy Incorporated', 'Career Education Corporation', 'Education Department (US)', 'Le Cordon Bleu']",3,Business,1,10-04-2017 01:44,DealBook,Lawsuits filed by Illinois and Washington against the Sallie Mae spinoff firm say high-risk loans were part of a growth strategy that has left former students buried in debt.,The New York Times,News,https://www.nytimes.com/2017/04/09/business/dealbook/states-say-navient-preyed-on-students.html
,58eaf0ba7c459f24986d952b,1319,By PATRICK McGEEHAN,article,Penn Station Tie-Ups Depend on a Knot of Agencies for Help,"['Pennsylvania Station (Manhattan, NY)', 'Amtrak', 'Delays (Transportation)', 'Railroad Accidents and Safety', 'Transit Systems', 'Infrastructure (Public Works)', 'Commuting', 'Politics and Government', 'Long Island Rail Road Co', 'New Jersey Transit', 'Port Authority of New York and New Jersey', 'Manhattan (NYC)']",3,Metro,1,10-04-2017 02:40,Unknown,"The task of moving people around the New York City area falls to a tangle of agencies. But when something goes awry, it’s up to Amtrak to sort it out.",The New York Times,News,https://www.nytimes.com/2017/04/09/nyregion/amtrak-penn-station-squabbles-commuters-mass-transit.html
,58eaf4b47c459f24986d9530,915,By BILL PENNINGTON,article,Same Old Sergio Delights Crowd With New Script,"['Golf', 'Garcia, Sergio', 'Masters Golf Tournament', 'Augusta National Golf Club', 'Augusta (Ga)', 'Rose, Justin']",3,Sports,2,10-04-2017 02:57,Golf,"Sergio García had long felt the disdain of fans put off by his attitude. But with a more mellow approach and an underdog’s charm, he won them over at the Masters.",The New York Times,News,https://www.nytimes.com/2017/04/09/sports/golf/masters-sergio-garcia-fans.html
,58eaf53c7c459f24986d9532,1148,By SCOTT TOBIAS,article,"‘Billions’ Season 2, Episode 8: New Money, Old Rules","['Television', 'Billions (TV Program)']",3,Culture,0,10-04-2017 03:00,Television,"No matter what Axe does, he will always be on the outside looking in — a Beverly Hillbilly in designer slacks.",The New York Times,Review,https://www.nytimes.com/2017/04/09/arts/television/billions-the-kingmaker-recap.html
,58eaf53b7c459f24986d9531,1132,By SHEILA O'MALLEY,article,‘Feud: Bette and Joan’ Episode 6 Recap: Midnight Descending,"['Television', 'Feud: Bette and Joan (TV Program)']",3,Culture,0,10-04-2017 03:00,Television,"The show reminds us that Hollywood is not an altruistic industry, particularly for a fading star.",The New York Times,Review,https://www.nytimes.com/2017/04/09/arts/television/feud-bette-and-joan-hagsploitation-recap.html
,58eb1fe07c459f24986d9564,569,By KATHERINE SCHULTEN,article,A Spring Break for The Learning Network,[],3,Learning,0,10-04-2017 06:02,Lesson Plans,"We’ll be off from April 10-14, but we’ve left you many suggestions for while we’re away.",The New York Times,News,https://www.nytimes.com/2017/04/10/learning/lesson-plans/a-spring-break-for-the-learning-network.html
,58eb21c77c459f24986d956b,1199,By JUDITH WARNER,article,"‘Homeland,’ Season 6, Episode 12: In the Finale, Carrie Deals With Death and Betrayal","['Television', 'Danes, Claire', 'Gansa, Alex', 'Homeland (TV Program)']",3,Culture,0,10-04-2017 06:10,Television,"It would have been nice to return to the real world with a happy “Homeland” ending behind us, a fade into a comforting made-for-TV resolution. Oh well.",The New York Times,News,https://www.nytimes.com/2017/04/10/arts/television/homeland-season-6-episode-12-finale-recap.html
,58eb32407c459f24986d9592,1226,By STEPHEN T. ASMA,article,Was Bo Diddley a Buddha?,"['Blues Music', 'Jazz', 'Music', 'Diddley, Bo', 'King, B B', 'Philosophy']",3,OpEd,0,10-04-2017 07:20,Unknown,And other thoughts on the art of improvisation.,The New York Times,Op-Ed,https://www.nytimes.com/2017/04/10/opinion/was-bo-diddley-a-buddha.html
,58eb32637c459f24986d9594,632,By THE EDITORIAL BOARD,article,The Gig Economy’s False Promise,"['Labor and Jobs', 'Uber Technologies Inc', 'Freelancing, Self-Employment and Independent Contracting', 'Mobile Applications']",3,Editorial,20,10-04-2017 07:21,Unknown,"Instead of freedom, workers at companies like Uber have encountered low wages and coercion.",The New York Times,Editorial,https://www.nytimes.com/2017/04/10/opinion/the-gig-economys-false-promise.html
,58eb32637c459f24986d9593,843,By DYLAN HERNANDEZ,article,Unknown,"['SAT (College Admission Test)', 'Colleges and Universities', 'Education (K-12)', 'Flint (Mich)']",3,OpEd,0,10-04-2017 07:21,Unknown,"To get into elite colleges, one must train for standardized tests with the intensity of an athlete.",The New York Times,Op-Ed,https://www.nytimes.com/2017/04/10/opinion/how-i-learned-to-take-the-sat-like-a-rich-kid.html
,58eb32687c459f24986d9597,812,By PAUL KRUGMAN,article,Publicity Stunts  Aren’t Policy,"['Trump, Donald J', 'Labor and Jobs', 'Syria', 'News and News Media', 'Carrier Corp', 'United States Politics and Government', 'United States Defense and Military Forces']",3,OpEd,21,10-04-2017 07:21,Unknown,Hint: Winning news cycles is no substitute for the real thing.,The New York Times,Op-Ed,https://www.nytimes.com/2017/04/10/opinion/publicity-stunts-arent-policy.html
,58eb326e7c459f24986d959a,796,By SAMUEL MOYN and STEPHEN WERTHEIM,article,The Road  to Trump’s  War,"['Trump, Donald J', 'Obama, Barack', 'United States Defense and Military Forces', 'United States International Relations', 'Iraq War (2003-11)', 'Presidential Election of 2016', 'United States Politics and Government', 'Middle East', 'Syria']",3,OpEd,21,10-04-2017 07:21,Unknown,Obama’s unwillingness to deal with Iraq opened the door to more mistakes to come.,The New York Times,Op-Ed,https://www.nytimes.com/2017/04/10/opinion/the-long-road-to-trumps-war.html
,58eb32747c459f24986d959e,864,By CHARLES M. BLOW,article,War as Political Weapon,"['Biological and Chemical Warfare', 'United States Defense and Military Forces', 'Terrorism', 'Islamic State in Iraq and Syria (ISIS)', 'Syria', 'Trump, Donald J', 'United States Politics and Government', 'Assad, Bashar al-']",3,OpEd,21,10-04-2017 07:21,Unknown,"On Syria, we would all do well to temper the self-congratulatory war speeches and thrusting of pom-poms.",The New York Times,Op-Ed,https://www.nytimes.com/2017/04/10/opinion/war-as-political-weapon.html
"In the months before and after the presidential election, Yana Paskova sought out the crowds that flocked to Trump Tower to better understand what led to the victory of Donald J. Trump.",58eb3cc67c459f24986d95ae,939,By YANA PASKOVA,blogpost,Unknown,"['Photography', 'Trump Tower (Manhattan, NY)', 'Trump, Donald J']",3,Unknown,0,10-04-2017 08:00,Unknown,"In the months before and after the presidential election, Yana Paskova sought out the crowds that flocked to Trump Tower to better understand what led to the victory of Donald J. Trump.",The New York Times,Blog,https://lens.blogs.nytimes.com/2017/04/10/gawking-at-trump-tower-yana-paskova/
,58eb9f7a7c459f24986d96a1,1085,By ALAN BLINDER,article,Alabama Governor Resigns and Pleads Guilty Amid a Sex Scandal,"['Bentley, Robert J', 'Alabama', 'Impeachment', 'Politics and Government', 'Mason, Rebekah Caldwell (1971- )', 'Adultery']",3,National,16,10-04-2017 09:00,Unknown,The governor had been facing impeachment proceedings over his relationship with a longtime aide and his attempts to cover it up.,The New York Times,News,https://www.nytimes.com/2017/04/10/us/robert-bentley-alabama-governor.html
,58eb49af7c459f24986d95c2,1249,By JENNIFER MEDINA and JESS BIDGOOD,article,California Moves  to Add Protections for Immigrants; Other States Follow,"['Illegal Immigration', 'State Legislatures', 'Law and Legislation', 'California', 'Vermont', 'Federal-State Relations (US)']",3,National,16,10-04-2017 09:00,Unknown,"If a California measure is enacted, police agencies will face conflicting directives from the state and the federal government.",The New York Times,News,https://www.nytimes.com/2017/04/10/us/sanctuary-states-immigration.html
,58eb49bf7c459f24986d95c6,2391,By TYLER KEPNER,article,"He Led the Yankees to 4 Titles. Now, Can He Revive Them?","['Baseball', 'New York Yankees', 'Cashman, Brian']",3,Sports,1,10-04-2017 09:00,Baseball,"When a team changes course, it often does so with a new general manager. But the Yankees’ makeover has been directed by a man who has led them for two decades.",The New York Times,News,https://www.nytimes.com/2017/04/10/sports/baseball/brian-cashman-yankees.html
,58eb50ba7c459f24986d95ce,1238,By CLAIRE CAIN MILLER,article,Not Just Fox: Why Women Often Don’t Report Sexual Harassment at Work,"['Sexual Harassment', 'Women and Girls', 'Human Resources', 'Fox News Channel', '21st Century Fox', ""O'Reilly, Bill"", 'Pao, Ellen']",3,Upshot,2,10-04-2017 09:30,Unknown,"Mostly they fear retaliation, and for good reason, research shows.",The New York Times,News,https://www.nytimes.com/2017/04/10/upshot/its-not-just-fox-why-women-dont-report-sexual-harassment.html
,58eb57b97c459f24986d95eb,1095,By JANE E. BRODY,article,Our Parents’ Heart Health Mistakes,"['Heart', 'Cholesterol', 'Obesity', 'Exercise', 'Blood Pressure', 'Smoking and Tobacco', 'Diet and Nutrition', 'Longevity']",3,Science,5,10-04-2017 10:00,Live,What a half-century of medicine — and a population in the Amazon — can teach young people about living longer.,The New York Times,News,https://www.nytimes.com/2017/04/10/well/live/learning-from-our-parents-heart-health-mistakes.html
,58eb57b97c459f24986d95ea,1045,"By PERRI KLASS, M.D",article,"Rude Doctors, Rude Nurses, Rude Patients","['Customs, Etiquette and Manners', 'Nursing and Nurses', 'Doctors']",3,Well,0,10-04-2017 10:00,Family,"If a rude remark throws off a highly trained intensive care team, what happens to the rest of us?",The New York Times,News,https://www.nytimes.com/2017/04/10/well/family/rude-doctors-rude-nurses-rude-patients.html
