abstract,articleID,articleWordCount,byline,documentType,headline,keywords,multimedia,newDesk,printPage,pubDate,sectionName,snippet,source,typeOfMaterial,webURL
,58e5ffdd7c459f24986d8b10,459,By CAROLINE CROSSON GILPIN,article,Questions for: ‘Haley Says U.S. May ‘Take Our Own Action’ on Syrian Chemical Attack’,[],3,Learning,0,06-04-2017 08:44,Unknown,Who should be held accountable for the chemical weapons attack — a war crime — in Syria?,The New York Times,News,https://www.nytimes.com/2017/04/06/learning/questions-for-haley-says-us-may-take-our-own-action-on-syrian-chemical-attack.html
,58e6039a7c459f24986d8b18,6335,By LESLIE JAMISON,article,In the Shadow of a Fairy Tale,"['Parenting', 'Fairy Tales', 'Children and Childhood', 'Cinderella (Book)']",3,Magazine,48,06-04-2017 09:00,Unknown,On becoming a stepmother.,The New York Times,News,https://www.nytimes.com/2017/04/06/magazine/in-the-shadow-of-a-fairy-tale.html
,58e64d657c459f24986d8c03,1253,By MATT FLEGENHEIMER,article,Republicans Gut Filibuster Rule to Lift Gorsuch,"['Senate', 'Filibusters and Debate Curbs', 'Supreme Court (US)', 'Gorsuch, Neil M', 'Garland, Merrick B', 'Republican Party', 'Democratic Party', 'McConnell, Mitch', 'Trump, Donald J', 'United States Politics and Government']",3,National,1,06-04-2017 09:00,Politics,"In bypassing a filibuster, Republicans abandoned long-held practices and will be able to confirm President Trump’s nominee for the Supreme Court, Neil M. Gorsuch, with a simple majority vote.",The New York Times,News,https://www.nytimes.com/2017/04/06/us/politics/neil-gorsuch-supreme-court-senate.html
,58e6039a7c459f24986d8b15,907,By LAUREN OYLER,article,Berliner Fernsehturm,"['Cold War Era', 'Berlin (Germany)', 'Architecture']",3,Magazine,22,06-04-2017 09:00,Unknown,"An awkward, soothing television tower, for Germans and expatriates alike.",The New York Times,News,https://www.nytimes.com/2017/04/06/magazine/letter-of-recommendation-berliner-fernsehturm.html
,58e603b07c459f24986d8b1b,694,By TEJAL RAO,article,Improving On the Original,"['Eggs', 'Recipes']",3,Magazine,30,06-04-2017 09:00,Unknown,The everyday breakfast trinity blessed with the raw heat of green chiles.,The New York Times,News,https://www.nytimes.com/2017/04/06/magazine/egg-cheese-and-toast-mumbai-style.html
,58e603b17c459f24986d8b1e,1357,By SONA PATEL,article,Reader Stories,"['Colleges and Universities', 'Education (K-12)']",3,EdLife,6,06-04-2017 09:00,Education Life,The New York Times asked readers who took a year off from college to share their experiences. Here’s what they said.,The New York Times,News,https://www.nytimes.com/2017/04/06/education/edlife/readers-tell-us-is-a-gap-year-worth-it.html
,58e603b27c459f24986d8b1f,2079,By KYLE DeNUCCIO,article,Independence Days,"['Colleges and Universities', 'Adventure Travel', 'Sabbaticals and Career Breaks']",3,EdLife,4,06-04-2017 09:00,Education Life,"Taking a break from college to surf, wash dishes and, most important, break away from Mom and Dad.",The New York Times,News,https://www.nytimes.com/2017/04/06/education/edlife/my-perfect-imperfect-gap-year.html
,58e611b17c459f24986d8b46,947,By LISA DAMOUR,article,Is Snooping on Teenagers Ever O.K.?,"['Teenagers and Adolescence', 'Espionage and Intelligence Services', 'Privacy', 'Families and Family Life']",3,Well,0,06-04-2017 10:00,Family,New research questions the use of spying and suggests better approaches for worried parents.,The New York Times,News,https://www.nytimes.com/2017/04/06/well/family/is-snooping-on-teenagers-ever-ok.html
,58e613f27c459f24986d8b4d,1165,By JONATHAN WOLFE,article,New York Today: The City and the Great War,[],3,Metro,0,06-04-2017 10:09,Unknown,"Thursday: World War I in New York, lamenting the transit problems, and a study on subway ridership.",The New York Times,briefing,https://www.nytimes.com/2017/04/06/nyregion/new-york-today-the-city-and-the-great-war.html
,58e61fb77c459f24986d8b6d,1108,By CHRISTOPHER McDOUGALL,article,"To Train a Donkey, Find a Zebra","['Zebras', 'Horses', 'Donkeys']",2,Well,0,06-04-2017 11:00,Move,Can a four-legged creature with stripes be the key to training a four-legged creature without?,The New York Times,News,https://www.nytimes.com/2017/04/06/well/move/to-train-a-donkey-find-a-zebra.html
"Optimum currency area theory, with fish.",58e645ee7c459f24986d8be9,103,By UNKNOWN,blogpost,Unknown,[],0,OpEd,0,06-04-2017 13:38,Unknown,"Optimum currency area theory, with fish.",The New York Times,Blog,https://krugman.blogs.nytimes.com/2017/04/06/iceland-1991/
,58e648a17c459f24986d8bf4,1109,By EMMARIE HUETTEMAN,article,"Facing Scrutiny, House Intelligence Chief Leaves Russia Inquiry","['United States Politics and Government', 'Nunes, Devin G', 'House Committee on Intelligence', 'Republican Party', 'Trump, Donald J', 'Presidential Election of 2016', 'Russia', 'Cyberwarfare and Defense', 'Espionage and Intelligence Services']",3,National,19,06-04-2017 13:54,Politics,"Mr. Nunes, the Intelligence Committee chairman, said his decision came after “left-wing activist groups” filed accusations against him with the Office of Congressional Ethics.",The New York Times,News,https://www.nytimes.com/2017/04/06/us/politics/devin-nunes-house-intelligence-committee-russia.html
,58e658b87c459f24986d8c2b,511,By GRETCHEN REYNOLDS,article,Heart of the Amazon,"['Heart', 'Arteriosclerosis and Atherosclerosis', 'Archaeology and Anthropology', 'Carbohydrates', 'Diet and Nutrition', 'Age, Chronological']",3,Magazine,24,06-04-2017 15:03,Unknown,What some Bolivians with the world’s healthiest arteries might tell us about cardiac fitness.,The New York Times,News,https://www.nytimes.com/2017/04/06/well/heart-healthy-in-the-amazon.html
,58e661a47c459f24986d8c59,1088,By DAVID W. DUNLAP,article,When ‘Mrs.’ Became ‘Ms.’,"[""Women's Rights"", 'New York Times', 'Newspapers', 'Sulzberger, Arthur Ochs', 'English Language']",3,Insider,2,06-04-2017 15:41,Unknown,"More than a decade after the honorific entered the dictionary and blanketed newsstands (as a magazine title), The Times conceded it was not a fad.",The New York Times,News,https://www.nytimes.com/2017/04/06/insider/1986-ms-joins-the-timess-vocabulary.html
,58e666937c459f24986d8c64,1153,By JULIET MACUR,article,Recruiting Assistants a Top Job for Ewing,"['Basketball (College)', 'Georgetown University', 'Ewing, Patrick', 'Coaches and Managers', 'Amateur Athletic Union']",3,Sports,9,06-04-2017 16:02,College Basketball,"“The first 72 hours is important,” one influential youth coach says as Ewing, a legend at Georgetown for what he did on the court, starts trying to revive the Hoyas.",The New York Times,News,https://www.nytimes.com/2017/04/06/sports/ncaabasketball/patrick-ewing-georgetown-coach-aau.html
,58e67a917c459f24986d8ca4,207,By NICHOLAS BAKALAR,article,Dieting: Yo-Yo Diets and Heart Risk,"['Weight', 'Heart']",3,Science,4,06-04-2017 17:27,Eat,"Rapidly losing and regaining weight may increase the risk for deadly heart attacks and strokes, a new study suggests.",The New York Times,News,https://www.nytimes.com/2017/04/06/well/eat/yo-yo-dieting-may-be-harmful-for-heart-patients.html
,58e67e4c7c459f24986d8cb0,223,By NICHOLAS BAKALAR,article,Heart: Race as a Heart Health Factor,"['Blacks', 'Chinese-Americans', 'Heart', 'Weight', 'Minorities', 'Cholesterol', 'Hispanic-Americans', 'Diet and Nutrition', 'Diabetes']",3,Science,4,06-04-2017 17:42,Live,"People, especially minorities, who are at a “healthy” weight may still be at increased risk for diabetes and heart disease, a new study reports.",The New York Times,News,https://www.nytimes.com/2017/04/06/well/live/healthy-weight-you-may-still-be-at-risk-for-heart-disease.html
,58e6813f7c459f24986d8cbb,594,By ROBERT SIMONSON,article,Mixing Drinks and a Political Message,"['Coup (Manhattan, NY, Bar)', 'Trump, Donald J', 'DeRossi, Ravi', 'Bars and Nightclubs', 'Manhattan (NYC)', 'United States Politics and Government']",3,Dining,4,06-04-2017 17:56,Unknown,"As happy hour gives way to angry politics, the business plans to donate proceeds to groups like Planned Parenthood.",The New York Times,News,https://www.nytimes.com/2017/04/06/dining/coup-bar-nyc-trump.html
,58e684377c459f24986d8cc3,741,By LIGAYA MISHAN,article,Simple Taiwanese Food From a Doting Mama,"['Restaurants', 'Bayside (Queens, NY)', 'Mama Lee (Queens, NY, Restaurant)', 'Taiwan']",3,Dining,5,06-04-2017 18:08,Unknown,"Mei Lee, the owner of the small, plain-spoken restaurant, extracts magic from a simple turnip, while making art of homey dishes.",The New York Times,Review,https://www.nytimes.com/2017/04/06/dining/mama-lee-review-taiwanese-food-queens.html
,58e689497c459f24986d8ce2,1629,By PETER KEEPNEWS and RICHARD SEVERO,article,"Don Rickles, Comedy’s Equal Opportunity Offender, Dies at 90","['Rickles, Don', 'Deaths (Obituaries)', 'Comedy and Humor', 'Television', 'Movies']",3,Culture,14,06-04-2017 18:30,Television,"For over half a century, Mr. Rickles made outrageously derisive comments about people’s looks, their ethnicity or anything else he could think of.",The New York Times,Obituary (Obit),https://www.nytimes.com/2017/04/06/arts/television/don-rickles-dead-comedian.html
,58e691b27c459f24986d8cf9,1614,By ERIC ASIMOV,article,"New Beaujolais, but Not Nouveau","['Beaujolais Wine', 'Wines']",3,Dining,4,06-04-2017 19:06,Unknown,The rising level of quality in the wines is lifting even the less exalted areas of the region.,The New York Times,News,https://www.nytimes.com/2017/04/06/dining/wine-review-beaujolais-villages.html
,58e692817c459f24986d8cff,1550,"By MICHAEL R. GORDON, HELENE COOPER and MICHAEL D. SHEAR",article,U.S. Launches Missiles Into Syria,"['Syria', 'Biological and Chemical Warfare', 'Assad, Bashar al-', 'Trump, Donald J', 'United States Defense and Military Forces', 'United States International Relations', 'Russia']",3,Foreign,1,06-04-2017 19:09,Middle East,The strike was in response to the Syrian government’s chemical weapons attack this week.,The New York Times,News,https://www.nytimes.com/2017/04/06/world/middleeast/us-said-to-weigh-military-responses-to-syrian-chemical-attack.html
,58e696527c459f24986d8d0d,1312,By LISA KO,article,"To Feel Really American, Try Some Velveeta","['Cooking and Cookbooks', 'United States', 'Food', 'Immigration and Emigration']",3,OpEd,4,06-04-2017 19:26,Sunday Review,Processed snacks signified American comfort and belonging.,The New York Times,Op-Ed,https://www.nytimes.com/2017/04/06/opinion/sunday/what-white-food-meant-to-a-first-generation-kid.html
,58e6b1c67c459f24986d8d74,828,By STEPHANIE STROM,article,"Fighting Eviction, a Gardener Turns to Organic Industry Giants for Help","['Gardens and Gardening', 'Agriculture and Farming', 'Foreclosures', 'Philanthropy', ""Newman's Own"", 'Califia Farms LP', 'General Mills Inc', 'Los Angeles (Calif)', 'Urban Areas', 'Finley, Ron']",3,Dining,0,06-04-2017 21:23,Unknown,"Gangsta Garden, a community garden in South Los Angeles founded by Ron Finley, has turned to business leaders from Newman’s Own Organics and Annie’s Homemade to save its land.",The New York Times,News,https://www.nytimes.com/2017/04/06/dining/gangsta-garden-ron-finley-eviction-los-angeles.html
,58e6b68f7c459f24986d8d87,215,By NICHOLAS BAKALAR,article,Vaccines: Moms’ Shot Protects Newborns,"['Whooping Cough', 'Pregnancy and Childbirth', 'Vaccination and Immunization']",3,Science,4,06-04-2017 21:43,Family,"The Tdap vaccine is highly effective in protecting newborns against pertussis in the first two months of life, but less than half of women get it.",The New York Times,News,https://www.nytimes.com/2017/04/06/well/family/pregnant-mothers-need-whooping-cough-vaccine.html
,58e6cbf27c459f24986d8dc0,1017,By GINIA BELLAFANTE,article,"Without Rikers Island, Learning to Love the Jail Next Door","['Prisons and Prisoners', 'Real Estate and Housing (Residential)', 'Elections, Mayors', 'Bayview Correctional Facility', 'Metropolitan Detention Center (Brooklyn, NY)', 'Rikers Island Prison Complex', 'de Blasio, Bill', 'Lippman, Jonathan', 'New York City']",3,Metropolitan,1,06-04-2017 23:14,Unknown,Closing New York’s main jail complex to put correctional facilities around the city is a tough sell politically. But it could be an improvement for criminal justice and no impediment to new condos.,The New York Times,News,https://www.nytimes.com/2017/04/06/nyregion/rikers-island-bill-de-blasio.html
,58e6d68e7c459f24986d8dd6,155,By MARY LOUISE REYNOLDS,article,Fingers Crossed Across Generations,"['Upper West Side (Manhattan, NY)']",0,Metro,18,07-04-2017 00:00,Unknown,Two women share a moment on Christmas Eve.,The New York Times,News,https://www.nytimes.com/2017/04/06/nyregion/metropolitan-diary-ingers-crossed-across-generations.html
,58e6e9e67c459f24986d8e08,688,By SUSAN CHIRA,article,"What Do Donald Trump, Bill O’Reilly and Roger Ailes Have in Common?","['Sexual Harassment', 'Fox News Channel', 'Ailes, Roger E', ""O'Reilly, Bill"", 'Trump, Donald J', 'United States Politics and Government']",3,OpEd,0,07-04-2017 01:22,Unknown,They’ve all been accused of sexual harassment.,The New York Times,Op-Ed,https://www.nytimes.com/2017/04/06/opinion/what-do-donald-trump-bill-oreilly-and-roger-ailes-have-in-common.html
,58e6f0ca7c459f24986d8e19,672,By THE EDITORIAL BOARD,article,Downsizing Mr. Bannon,"['National Security Council', 'Bannon, Stephen K', 'McMaster, H R', 'United States Politics and Government', 'Trump, Donald J']",3,Editorial,30,07-04-2017 01:52,Unknown,With the removal of an extremist political adviser comes a chance to build a more disciplined National Security Council.,The New York Times,Editorial,https://www.nytimes.com/2017/04/06/opinion/downsizing-mr-bannon.html
,58e6f2c27c459f24986d8e1c,600,By DEB AMLEN,article,Rock Music,"['Crossword Puzzles', 'Pop and Rock Music']",3,Games,0,07-04-2017 02:00,Unknown,Happy Patrick Berry Day!,The New York Times,News,https://www.nytimes.com/2017/04/06/crosswords/rock-music-clown-prince-bread-spread.html
,58e6f2c27c459f24986d8e1d,1129,By BEN BRANTLEY,article,Sing a Song  of Face Creams,"['Theater', 'War Paint (Play)', 'Ebersole, Christine', 'LuPone, Patti', 'Greif, Michael', 'Arden, Elizabeth', 'Rubinstein, Helena']",3,Weekend,1,07-04-2017 02:00,Unknown,Patti LuPone and Christine Ebersole find the human factor in a repetitive musical about battling cosmetics magnates.,The New York Times,Review,https://www.nytimes.com/2017/04/06/theater/review-war-paint-patti-lupone-christine-ebersole.html
,58e714f07c459f24986d8e60,858,By ANTONY J. BLINKEN,article,"After the Missiles, We Need Smart Diplomacy on Syria","['Syria', 'Assad, Bashar al-', 'Russia', 'Trump, Donald J', 'United States International Relations', 'United States Defense and Military Forces']",3,OpEd,0,07-04-2017 04:26,Unknown,President Trump did the right thing in striking the Assad regime for using nerve gas. The hard part comes next.,The New York Times,Op-Ed,https://www.nytimes.com/2017/04/07/opinion/after-the-missiles-we-need-smart-diplomacy.html
,58e71cf27c459f24986d8e6f,1300,By RORY SMITH,article,"Youth, Crowds, Goals: Germany Aims to Keep It That Way","['Soccer', 'German Bundesliga', 'UEFA Champions League (Soccer)']",3,Sports,2,07-04-2017 05:00,Soccer,"Data-driven strategy is pushing teams away from the pressing that made German soccer so appealing and toward “packing,” a focus on moves that neutralize opponents.",The New York Times,News,https://www.nytimes.com/2017/04/07/sports/soccer/germany-bundesliga-scoring-decline.html
,58e73de47c459f24986d8ebe,823,By TIMOTHY EGAN,article,The Soul of a … Corporation,"['Corporations', 'Recreational Equipment Inc', 'Pacific Northwestern States (US)', 'Anderson, Mary (1909-2017)', 'Anderson, Lloyd (1902-2000)']",2,OpEd,25,07-04-2017 07:21,Unknown,Higher purpose with a solid bottom line does not have to be an oxymoron.,The New York Times,Op-Ed,https://www.nytimes.com/2017/04/07/opinion/the-soul-of-a-corporation.html
,58e73dfc7c459f24986d8ec3,837,By DAVID BROOKS,article,The Coming Incompetence Crisis,"['United States Politics and Government', 'Trump, Donald J']",3,OpEd,31,07-04-2017 07:21,Unknown,What if the Trump administration runs out of errors?,The New York Times,Op-Ed,https://www.nytimes.com/2017/04/07/opinion/the-coming-incompetence-crisis.html
,58e73dfc7c459f24986d8ec0,788,By PAUL KRUGMAN,article,"The Bad,  the Worse and The Ugly","['Trump, Donald J', 'Republican Party', 'United States Politics and Government', 'Discrimination', 'Conservatism (US Politics)']",3,OpEd,31,07-04-2017 07:21,Unknown,What makes Trump different from the rest of his party?,The New York Times,Op-Ed,https://www.nytimes.com/2017/04/07/opinion/the-bad-the-worse-and-the-ugly.html
,58e740017c459f24986d8ecc,82,By KATHERINE SCHULTEN,article,Optimists and Pessimists,[],3,Learning,0,07-04-2017 07:30,Unknown,Would you say you are more of a “glass is half-full” or a “glass is half-empty” type of person?,The New York Times,News,https://www.nytimes.com/2017/04/07/learning/optimists-and-pessimists.html
,58e740b47c459f24986d8ed1,456,By CAROLINE CROSSON GILPIN,article,Should More Student Journalists Have Independent Editorial Control?,[],3,Learning,0,07-04-2017 07:33,Unknown,What are the benefits of student journalists having autonomy over what they publish?,The New York Times,News,https://www.nytimes.com/2017/04/07/learning/should-more-student-journalists-have-independent-editorial-control.html
,58e755247c459f24986d8f0f,446,By ROSIE SCHAAP,article,The Ghost at the Bar,"['Cocktails and Mixed Drinks', 'Alcoholic Beverages', 'Bars and Nightclubs']",3,Magazine,29,07-04-2017 09:00,Unknown,"Like other communities, bars honor and remember those who say goodbye.",The New York Times,News,https://www.nytimes.com/2017/04/07/magazine/the-ghost-at-the-bar.html
,58e755287c459f24986d8f11,2011,By JAMES DOBBINS,article,Making a Living on Airbnb,"['Renting and Leasing (Real Estate)', 'Airbnb', 'Park Slope (Brooklyn, NY)', 'Crown Heights (Brooklyn, NY)']",3,RealEstate,1,07-04-2017 09:00,Unknown,Some New Yorkers earn enough as hosts to quit their day jobs and plan for retirement.,The New York Times,News,https://www.nytimes.com/2017/04/07/realestate/making-a-living-with-airbnb.html
,58e755297c459f24986d8f13,1573,By RON LIEBER,article,Borrowers Bewildered,"['Student Loans', 'Education Department (US)', 'Consumer Financial Protection Bureau', 'Nonprofit Organizations']",3,Business,1,07-04-2017 09:00,Student Loans,"Teachers, doctors and others in the public service loan forgiveness program seek guidance on whether they are truly eligible to erase their student loan debt.",The New York Times,News,https://www.nytimes.com/2017/04/07/your-money/student-loans/panicked-borrowers-and-the-education-departments-unsettling-silence.html
,58e755297c459f24986d8f14,1172,By NELSON D. SCHWARTZ,article,"Unemployment Falls, but Feeble Job Growth Tempers Optimism","['Unemployment', 'United States Economy', 'Labor and Jobs', 'Labor Department (US)', 'Trump, Donald J']",3,Business,1,07-04-2017 09:00,Economy,"The showing was the weakest in nearly a year and followed two robust increases. But unemployment fell to 4.5 percent, the lowest in almost a decade.",The New York Times,News,https://www.nytimes.com/2017/04/07/business/economy/job-creation-unemployment-trump.html
,58e755317c459f24986d8f17,1350,By LIZ SPAYD WITH TAS TOBEY,article,Friday Mailbag: Senate Votes and Museum Drama,"['Online Advertising', 'Computers and the Internet', 'United States Politics and Government', 'Newspapers', 'Transgender and Transsexuals', 'Privacy', 'Libel and Slander', 'Museums', 'Vice Presidents and Vice Presidency (US)', 'Correction Stories', 'News and News Media', 'Metropolitan Museum of Art', 'New York Times', 'Rose, Isabel', 'United States']",3,Editorial,0,07-04-2017 09:00,Unknown,An error in a politics story and anonymity in a story about The Metropolitan Museum led to emails from readers.,The New York Times,Editorial,https://www.nytimes.com/2017/04/07/opinion/friday-mailbag-senate-votes-and-museum-drama.html
,58e75c237c459f24986d8f2f,590,By MICHAEL GONCHAR,article,Teaching With: ‘Animated Life: Mary Leakey’,[],3,Learning,0,07-04-2017 09:30,Unknown,"This short documentary remembers the paleoanthropologist Mary Leakey, who discovered footprints of human ancestors on the African savanna.",The New York Times,News,https://www.nytimes.com/2017/04/07/learning/teaching-with-animated-life-mary-leakey.html
,58e762197c459f24986d8f45,1506,By JONATHAN WOLFE and ALEXANDRA S. LEVINE,article,Unknown,[],3,Metro,0,07-04-2017 09:55,Unknown,"Friday: Becoming a politician, weekend events, and a question inspired by Passover.",The New York Times,briefing,https://www.nytimes.com/2017/04/07/nyregion/new-york-today-how-to-run-for-office.html
,58e7632b7c459f24986d8f4a,1025,By JENNIFER MALIA,article,What a Muppet With Autism Means to My Family,"['Autism', 'Television', ""Asperger's Syndrome"", 'Elmo (Fictional Character)', 'Sesame Workshop', 'Families and Family Life', 'Children and Childhood']",3,Well,0,07-04-2017 10:00,Family,"Julia, a new character on “Sesame Street,” gives me hope that my children will grow up in a world where autism is normalized.",The New York Times,News,https://www.nytimes.com/2017/04/07/well/family/what-a-muppet-with-autism-means-to-my-family.html
,58e771397c459f24986d8f67,1051,By CLAIRE CAIN MILLER,article,Do Preschool Teachers Really Need to Be College Graduates?,"['Education (Pre-School)', 'Teachers and School Employees', 'Wages and Salaries', 'Washington (DC)', 'Children and Childhood', 'Labor and Jobs']",3,Upshot,0,07-04-2017 11:00,Unknown,Critics say mandating such a credential makes child care even less affordable and reduces the supply and diversity of people able to do the job.,The New York Times,News,https://www.nytimes.com/2017/04/07/upshot/do-preschool-teachers-really-need-to-be-college-graduates.html
,58e783217c459f24986d8f9d,989,By MICHAEL POWELL,article,"No Longer Citi Field’s Alpha Dog, Harvey Still Has Bite","['Harvey, Matt', 'New York Mets', 'Baseball']",3,Sports,4,07-04-2017 12:16,Baseball,"When he walked off the mound to a standing ovation in the seventh inning, he had given up just three hits and two runs to the Atlanta Braves.",The New York Times,News,https://www.nytimes.com/2017/04/07/sports/baseball/matt-harvey-michael-powell-mets-return.html
A flag-burning and jeering mobs greeted the visit to the capital by the American vice president.,58e78e357c459f24986d8fc4,301,By INTERNATIONAL HERALD TRIBUNE,blogpost,Unknown,"['Demonstrations, Protests and Riots', 'Flags, Emblems and Insignia', 'Paris (France)']",0,Foreign,0,07-04-2017 13:01,Unknown,A flag-burning and jeering mobs greeted the visit to the capital by the American vice president.,The New York Times,Blog,https://iht-retrospective.blogs.nytimes.com/2017/04/07/1967-paris-erupts-in-anti-u-s-demonstrations/
,58e793e07c459f24986d8fda,894,By BETTINA ELIAS SIEGEL,article,New Mexico Outlaws School ‘Lunch Shaming’,"['Food', 'Education (K-12)', 'Lunch and Breakfast Programs', 'Children and Childhood', 'Budgets and Budgeting', 'Cafeterias', 'New Mexico', 'Poverty']",3,Well,0,07-04-2017 13:27,Family,Children whose parents have lunch debt will not be made to clean cafeteria tables or have their meals thrown away.,The New York Times,News,https://www.nytimes.com/2017/04/07/well/family/new-mexico-outlaws-school-lunch-shaming.html
,58e795387c459f24986d8fdf,752,By NEIL IRWIN,article,Top Economic Indicator?  Why It Isn’t Job Growth,"['Labor and Jobs', 'United States Economy', 'Trump, Donald J', 'Recession and Depression']",3,Upshot,2,07-04-2017 13:33,Unknown,"At this stage of the recovery, wage growth and employment-to-population ratio are more important statistics.",The New York Times,News,https://www.nytimes.com/2017/04/07/upshot/trump-shouldnt-focus-on-job-growth-the-new-numbers-show-why.html
,58e79a637c459f24986d8ff1,337,By RONI CARYN RABIN,article,Unknown,"['Anemia', 'Iron (Nutrient)', 'Ulcers', 'Menstruation', 'Tests (Medical)']",2,Science,4,07-04-2017 13:55,Eat,"You may be iron deficient without being anemic, but since your body needs iron to make red blood cells, anemia may be just down the road.",The New York Times,News,https://www.nytimes.com/2017/04/07/well/eat/is-low-iron-without-symptoms-a-problem.html
,58e7a78b7c459f24986d901f,999,By FRANK BRUNI,article,The Riddle of Trump’s Syria Attack,"['Biological and Chemical Warfare', 'Reality Television', 'Trump, Donald J', 'Syria', 'Russia']",3,OpEd,0,07-04-2017 14:51,Unknown,What really motivated the president’s strike against Syria?,The New York Times,Op-Ed,https://www.nytimes.com/2017/04/07/opinion/the-riddle-of-trumps-syria-attack.html
,58e7aea67c459f24986d9034,1824,"By PETER BAKER, NEIL MacFARQUHAR and MICHAEL R. GORDON",article,Strike by Trump on Syria Air Base Angers Russians,"['United States Defense and Military Forces', 'United States International Relations', 'Biological and Chemical Warfare', 'Assad, Bashar al-', 'Syria', 'Russia', 'Putin, Vladimir V', 'Trump, Donald J']",3,Foreign,1,07-04-2017 15:22,Middle East,The attack showed the dangers of Russian and American forces’ operating in proximity. President Vladimir V. Putin called it a “significant blow” to the relationship.,The New York Times,News,https://www.nytimes.com/2017/04/07/world/middleeast/missile-strike-syria-russia.html
,58e7b37f7c459f24986d9049,1387,By ADAM LIPTAK and MATT FLEGENHEIMER,article,Court Nominee Is Confirmed After Bruising Yearlong Fight,"['Supreme Court (US)', 'Gorsuch, Neil M', 'United States Politics and Government', 'Appointments and Executive Changes', 'Senate']",3,National,1,07-04-2017 15:42,Politics,"He becomes the 113th justice of the Supreme Court, capping a political brawl that lasted for more than a year and tested constitutional norms inside the Capitol’s fraying upper chamber.",The New York Times,News,https://www.nytimes.com/2017/04/07/us/politics/neil-gorsuch-supreme-court.html
,58e7bedb7c459f24986d9074,870,By DANIEL McDERMON,article,A Disquieting Silence,"['Art', 'Noise', 'Guggenheim, Solomon R, Museum', 'Wheeler, Doug', 'PSAD Synthetic Desert III (Exhibit)']",3,Culture,1,07-04-2017 16:31,Art & Design,"I visited a dead-quiet room at the Guggenheim as part of “PSAD Synthetic Desert III,” an installation by Doug Wheeler.",The New York Times,News,https://www.nytimes.com/2017/04/07/arts/design/guggenheim-museum-doug-wheeler-synthetic-desert.html
,58e7c0f67c459f24986d9080,1349,By JUSTIN WOLFERS,article,Near-Zero Interest Rates: Get Used to Them,"['United States Economy', 'Interest Rates', 'Banking and Financial Institutions', 'Inflation (Economics)']",3,SundayBusiness,3,07-04-2017 16:40,Unknown,"Near-zero interest rates were an extraordinary experiment in the financial crisis, but they may come back, with negative consequences for the economy.",The New York Times,News,https://www.nytimes.com/2017/04/07/upshot/the-economy-may-be-stuck-in-a-near-zero-world.html
,58e7d6aa7c459f24986d90d8,410,By MELISSA CLARK,article,A Slice of Ambrosia (and That’s Just the Filling),"['Cooking and Cookbooks', 'Cakes', 'Coconuts', 'Citrus Fruits']",3,Dining,2,07-04-2017 18:12,Unknown,The festive fruit salad or dessert inspired this billowing coconut dessert.,The New York Times,News,https://www.nytimes.com/2017/04/07/dining/ambrosia-cakes-recipe-video.html
,58e7e6657c459f24986d910f,1318,By KASSEM EID,article,I Survived a Sarin Gas Attack,"['Free Syrian Army', 'Assad, Bashar al-', 'Moadhamiyeh (Syria)', 'Syria', 'Biological and Chemical Warfare', 'Bombs and Explosives', 'Demonstrations, Protests and Riots']",67,OpEd,2,07-04-2017 19:19,Unknown,"In August 2013, the Assad regime’s forces dropped chemical weapons on my hometown. It changed my life forever.",The New York Times,Op-Ed,https://www.nytimes.com/2017/04/07/opinion/what-its-like-to-survive-a-sarin-gas-attack.html
The crucial question is what comes next.,58e7f2997c459f24986d9141,1233,By NICHOLAS KRISTOF,blogpost,Unknown,"['Assad, Bashar al-', 'Biological and Chemical Warfare', 'International Relations', 'Syria', 'Trump, Donald J', 'United States Defense and Military Forces', 'United States International Relations']",0,OpEd,0,07-04-2017 20:10,Unknown,The crucial question is what comes next.,The New York Times,Blog,https://kristof.blogs.nytimes.com/2017/04/07/trump-was-right-to-strike-syria/
,58e832437c459f24986d91d9,1337,By RONALD STEINMAN,article,The First Televised War,"['Vietnam War', 'Television', 'News and News Media', 'United States Defense and Military Forces']",3,OpEd,0,08-04-2017 00:43,Unknown,"As NBC’s Saigon bureau chief, I played a central role in shaping how millions learned about Vietnam.",The New York Times,Op-Ed,https://www.nytimes.com/2017/04/07/opinion/the-first-televised-war.html
,58e840bc7c459f24986d91ee,786,By THE EDITORIAL BOARD,article,"After the Airstrikes, What’s Next?","['Syria', 'Biological and Chemical Warfare', 'Assad, Bashar al-', 'Civilian Casualties', 'Trump, Donald J', 'United States Defense and Military Forces', 'United States Politics and Government', 'Tillerson, Rex W', 'Russia', 'United States International Relations']",3,Editorial,24,08-04-2017 01:45,Unknown,There is no evidence that the president has thought through the implications of using military force.,The New York Times,Editorial,https://www.nytimes.com/2017/04/07/opinion/after-the-airstrikes-whats-next.html
,58e844257c459f24986d91f7,464,By DEB AMLEN,article,"Romance, Sarcasm, Math and Language","['Crossword Puzzles', 'xkcd']",3,Games,0,08-04-2017 02:00,Unknown,Jeff Chen lights up our Saturday solve.,The New York Times,News,https://www.nytimes.com/2017/04/07/crosswords/romance-sarcasm-math-and-language-dakkar-gekko.html
